id,price,size,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_days_in_year,number_of_rooms,neighbourhood,room_type
22097190,180,438,4,2,0.19,1,0,1,Neukolln,Entire home_apt
22098706,50,541,6,1,0.1,1,0,6,Mitte,Entire home_apt
22099180,41,128,3,3,0.3,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
22099371,45,66,7,1,0.09,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
22099917,47,175,7,1,0.1,1,22,7,Lichtenberg,Private room
22100349,70,591,2,2,0.19,2,0,10,Neukolln,Entire home_apt
22100919,40,234,4,33,3.04,2,113,1,Friedrichshain-Kreuzberg,Entire home_apt
22101742,12,494,2,0,0,1,0,7,Treptow - Kopenick,Private room
22102483,50,196,3,2,0.18,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22102702,159,647,1,72,6.51,1,197,1,Mitte,Entire home_apt
22102929,34,522,2,0,0,2,0,4,Neukolln,Entire home_apt
22103013,25,339,7,0,0,1,0,3,Pankow,Entire home_apt
22103839,50,278,3,4,2.03,1,3,1,Pankow,Entire home_apt
22104008,100,496,5,5,0.48,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
22104253,20,602,5,1,0.1,1,0,8,Neukolln,Entire home_apt
22104650,30,45,2,1,0.09,1,304,2,Reinickendorf,Private room
22105606,25,339,1,0,0,1,0,6,Friedrichshain-Kreuzberg,Entire home_apt
22110091,65,601,1,0,0,2,0,3,Tempelhof - Schoneberg,Private room
22110197,26,384,3,16,1.49,1,335,3,Treptow - Kopenick,Entire home_apt
22111838,50,452,2,4,0.39,1,0,1,Neukolln,Entire home_apt
22111849,28,596,1,2,0.19,1,0,3,Mitte,Private room
22112131,44,582,30,25,2.31,6,354,1,Tempelhof - Schoneberg,Entire home_apt
22112874,78,310,1,2,0.35,3,0,9,Neukolln,Entire home_apt
22113148,90,438,4,1,0.1,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
22113204,90,105,2,0,0,1,0,1,Mitte,Private room
22113230,74,603,30,1,1,1,109,2,Friedrichshain-Kreuzberg,Entire home_apt
22113446,42,547,1,56,5.06,1,80,5,Pankow,Private room
22113602,60,544,3,3,0.29,1,0,4,Mitte,Entire home_apt
22113980,21,608,2,2,0.18,1,0,1,Friedrichshain-Kreuzberg,Private room
22114900,100,385,5,4,0.82,1,261,5,Pankow,Entire home_apt
22117569,24,168,1,0,0,1,0,8,Mitte,Private room
22118984,15,681,3,0,0,1,0,1,Steglitz - Zehlendorf,Private room
22119545,85,697,3,1,0.1,1,0,4,Neukolln,Entire home_apt
22121370,28,215,2,1,0.1,1,0,1,Tempelhof - Schoneberg,Private room
22121886,65,569,3,21,1.88,2,13,3,Neukolln,Private room
22122167,25,466,3,0,0,2,0,2,Neukolln,Private room
22122660,15,321,6,2,0.19,1,0,7,Neukolln,Private room
22123296,25,379,7,1,0.09,1,0,3,Friedrichshain-Kreuzberg,Private room
22125253,31,332,2,55,5,1,30,3,Pankow,Private room
22126613,85,547,7,1,0.12,3,282,9,Mitte,Entire home_apt
22132138,40,532,5,2,0.19,1,0,5,Neukolln,Entire home_apt
22133354,75,450,3,0,0,1,0,8,Mitte,Entire home_apt
22133773,30,399,4,4,0.49,4,0,7,Pankow,Private room
22134869,49,144,7,0,0,1,0,1,Mitte,Private room
22134902,45,60,2,27,2.45,1,4,4,Pankow,Entire home_apt
22135091,25,270,3,1,0.1,1,0,7,Friedrichshain-Kreuzberg,Private room
22144255,29,682,2,7,0.68,1,59,3,Mitte,Private room
22144874,25,126,5,0,0,1,0,3,Neukolln,Entire home_apt
22145177,20,259,1,6,0.54,1,0,4,Neukolln,Private room
22145593,69,454,2,22,2.12,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
22145927,80,628,2,0,0,1,0,1,Mitte,Entire home_apt
22146516,30,669,2,53,5.1,1,54,3,Friedrichshain-Kreuzberg,Private room
22146689,25,603,2,9,0.97,1,0,1,Lichtenberg,Private room
22146804,100,375,1,50,4.76,1,348,2,Pankow,Entire home_apt
22147952,109,509,2,2,0.25,1,0,11,Friedrichshain-Kreuzberg,Entire home_apt
22148402,18,481,7,8,0.77,1,310,2,Treptow - Kopenick,Private room
22149578,100,774,3,7,0.68,1,0,1,Pankow,Entire home_apt
22151762,33,617,2,27,2.63,2,21,4,Pankow,Private room
22154115,35,299,2,29,3.6,1,73,3,Tempelhof - Schoneberg,Private room
22154155,35,286,1,56,7.74,1,205,3,Pankow,Entire home_apt
22155441,30,535,5,0,0,1,0,5,Friedrichshain-Kreuzberg,Private room
22155718,55,140,2,2,0.19,1,0,10,Mitte,Entire home_apt
22155932,20,235,6,1,0.09,1,0,6,Neukolln,Private room
22157003,20,371,3,16,1.59,1,0,7,Neukolln,Private room
22157638,89,109,1,1,0.09,1,0,9,Pankow,Entire home_apt
22157767,75,637,2,0,0,1,0,1,Mitte,Private room
22157782,45,609,1,15,1.45,1,0,3,Tempelhof - Schoneberg,Private room
22159279,25,380,2,16,1.56,2,26,2,Neukolln,Private room
22161424,26,235,7,1,0.1,1,0,1,Mitte,Entire home_apt
22161430,39,163,3,0,0,1,0,6,Friedrichshain-Kreuzberg,Entire home_apt
22162892,75,429,3,2,0.2,1,6,10,Pankow,Entire home_apt
22162940,33,387,2,21,2.01,12,353,1,Reinickendorf,Entire home_apt
22165867,33,499,3,7,0.75,1,9,6,Friedrichshain-Kreuzberg,Entire home_apt
22168398,45,440,2,9,0.88,3,62,2,Lichtenberg,Entire home_apt
22168889,70,373,4,17,1.64,1,27,9,Neukolln,Private room
22169741,35,356,2,13,1.28,1,0,4,Tempelhof - Schoneberg,Private room
22169921,70,274,3,7,0.67,1,5,3,Neukolln,Entire home_apt
22170594,40,684,3,20,2.43,2,9,3,Friedrichshain-Kreuzberg,Private room
22171598,25,300,5,1,0.09,2,0,7,Mitte,Private room
22171618,30,683,1,0,0,1,0,2,Charlottenburg-Wilm.,Private room
22171815,28,718,2,3,0.33,1,0,6,Charlottenburg-Wilm.,Private room
22171921,59,184,2,1,0.1,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
22171922,130,337,7,0,0,1,358,6,Charlottenburg-Wilm.,Entire home_apt
22173094,135,251,90,0,0,1,52,8,Friedrichshain-Kreuzberg,Entire home_apt
22174439,60,78,3,4,0.38,1,0,4,Pankow,Entire home_apt
22174646,15,468,2,2,0.19,1,0,2,Friedrichshain-Kreuzberg,Private room
22175044,45,403,4,3,0.29,3,28,3,Neukolln,Private room
22177170,39,523,5,4,0.41,1,0,6,Neukolln,Private room
22177465,30,301,5,9,0.87,1,125,1,Mitte,Private room
22177498,37,714,2,37,3.46,1,35,7,Pankow,Private room
22179984,48,296,1,2,0.19,2,140,3,Pankow,Private room
22181575,89,153,4,4,0.95,1,12,3,Neukolln,Entire home_apt
22182070,80,260,1,1,0.09,2,0,3,Pankow,Entire home_apt
22182082,12,519,1,1,0.09,1,0,3,Friedrichshain-Kreuzberg,Shared room
22183068,32,112,4,3,0.29,1,35,7,Mitte,Private room
22183198,85,716,2,9,1.58,1,73,10,Pankow,Entire home_apt
22183259,120,422,3,4,1.26,1,283,1,Charlottenburg-Wilm.,Entire home_apt
22183309,85,494,2,15,1.45,1,1,3,Pankow,Entire home_apt
22183340,20,71,3,6,0.61,1,0,2,Mitte,Private room
22183518,69,109,3,16,1.55,1,202,2,Charlottenburg-Wilm.,Entire home_apt
22183775,60,511,2,4,0.39,1,138,5,Friedrichshain-Kreuzberg,Entire home_apt
22183780,40,306,1,0,0,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
22184298,51,511,14,0,0,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22184483,28,613,2,6,0.62,1,0,2,Mitte,Private room
22184523,65,280,5,9,0.96,1,305,8,Charlottenburg-Wilm.,Entire home_apt
22185011,40,215,1,2,0.19,1,129,4,Neukolln,Private room
22185107,60,394,9,2,0.36,1,0,3,Pankow,Entire home_apt
22186124,39,300,3,1,0.1,1,0,3,Pankow,Entire home_apt
22186198,60,102,6,4,0.65,1,11,3,Neukolln,Entire home_apt
22186806,75,350,1,0,0,1,0,4,Neukolln,Entire home_apt
22187727,80,530,1,0,0,1,0,7,Neukolln,Entire home_apt
22188218,120,783,4,9,1.2,4,165,2,Friedrichshain-Kreuzberg,Entire home_apt
22190551,148,390,2,3,0.28,1,0,11,Friedrichshain-Kreuzberg,Entire home_apt
22191560,75,269,3,4,0.49,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22191712,20,604,1,2,0.18,1,0,5,Reinickendorf,Private room
22191988,80,346,4,1,0.09,1,0,8,Pankow,Entire home_apt
22194452,58,721,5,7,0.67,1,10,10,Neukolln,Entire home_apt
22195977,22,491,2,0,0,2,150,1,Treptow - Kopenick,Private room
22197279,60,757,2,7,0.65,2,359,3,Treptow - Kopenick,Entire home_apt
22197668,150,779,7,0,0,1,5,3,Tempelhof - Schoneberg,Entire home_apt
22198401,32,647,3,8,0.75,1,0,6,Mitte,Entire home_apt
22198618,40,459,3,4,0.39,1,84,3,Pankow,Private room
22199417,70,550,1,16,1.95,3,171,2,Pankow,Entire home_apt
22199543,120,353,1,4,0.98,2,179,1,Mitte,Entire home_apt
22199569,30,145,3,0,0,1,0,9,Lichtenberg,Entire home_apt
22199854,60,739,7,11,1.3,2,348,9,Charlottenburg-Wilm.,Entire home_apt
22199856,40,431,6,1,0.14,2,0,1,Neukolln,Entire home_apt
22200375,59,192,2,17,1.64,1,310,8,Treptow - Kopenick,Entire home_apt
22200415,60,295,30,1,0.24,5,317,3,Mitte,Entire home_apt
22202484,21,530,6,3,0.3,1,0,7,Friedrichshain-Kreuzberg,Private room
22202874,39,519,7,5,0.49,1,0,7,Friedrichshain-Kreuzberg,Private room
22203325,15,251,6,0,0,1,0,5,Mitte,Private room
22203855,94,380,14,0,0,1,83,7,Friedrichshain-Kreuzberg,Entire home_apt
22204392,170,189,2,3,0.41,1,0,2,Tempelhof - Schoneberg,Entire home_apt
22204530,65,730,5,4,0.53,1,60,3,Pankow,Entire home_apt
22204607,100,196,4,3,0.96,1,0,1,Pankow,Private room
22205176,35,376,1,0,0,1,0,3,Tempelhof - Schoneberg,Entire home_apt
22205307,46,82,8,0,0,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22205352,50,540,3,41,4.17,1,11,10,Friedrichshain-Kreuzberg,Entire home_apt
22206364,20,74,1,10,0.92,1,12,1,Friedrichshain-Kreuzberg,Private room
22206454,35,399,6,1,0.1,1,0,3,Mitte,Private room
22206885,45,537,2,1,0.1,1,0,1,Steglitz - Zehlendorf,Entire home_apt
22207806,47,171,5,3,0.29,1,0,1,Tempelhof - Schoneberg,Entire home_apt
22207946,90,680,3,10,0.96,1,27,9,Friedrichshain-Kreuzberg,Entire home_apt
22214448,45,216,2,4,0.49,1,0,1,Lichtenberg,Entire home_apt
22216357,99,441,2,4,0.68,1,365,6,Treptow - Kopenick,Entire home_apt
22217359,80,770,2,2,0.57,1,0,6,Mitte,Entire home_apt
22217726,28,93,2,6,0.74,1,0,2,Mitte,Private room
22217844,111,232,1,49,4.54,11,340,10,Charlottenburg-Wilm.,Entire home_apt
22217946,85,525,7,7,0.68,1,327,1,Friedrichshain-Kreuzberg,Entire home_apt
22218048,300,698,1,47,4.35,11,343,3,Charlottenburg-Wilm.,Entire home_apt
22218190,38,481,2,2,0.19,2,0,2,Mitte,Entire home_apt
22218451,30,390,10,3,0.29,2,0,3,Friedrichshain-Kreuzberg,Private room
22220482,25,147,1,1,0.09,1,0,4,Lichtenberg,Entire home_apt
22220506,50,212,2,5,0.49,1,0,2,Lichtenberg,Entire home_apt
22221194,50,328,2,7,0.72,1,16,1,Neukolln,Entire home_apt
22221474,16,226,2,3,0.42,1,6,3,Neukolln,Private room
22223952,30,157,5,4,0.4,1,9,1,Mitte,Private room
22224242,63,473,5,0,0,1,0,8,Treptow - Kopenick,Entire home_apt
22224389,120,370,4,0,0,2,0,10,Pankow,Entire home_apt
22224402,45,493,2,4,0.46,1,0,7,Friedrichshain-Kreuzberg,Private room
22224419,20,702,3,1,0.1,1,35,1,Neukolln,Private room
22224420,30,566,2,0,0,1,0,9,Neukolln,Entire home_apt
22225318,40,167,2,2,0.2,1,0,2,Neukolln,Entire home_apt
22225822,29,421,2,5,0.91,1,0,1,Neukolln,Private room
22226876,70,648,3,1,0.1,1,0,7,Friedrichshain-Kreuzberg,Entire home_apt
22226936,85,547,3,1,0.1,2,0,2,Pankow,Entire home_apt
22226957,69,204,1,45,4.35,30,148,9,Friedrichshain-Kreuzberg,Entire home_apt
22227194,50,716,4,10,1.25,1,63,8,Friedrichshain-Kreuzberg,Private room
22227941,85,525,3,1,0.1,1,0,7,Neukolln,Entire home_apt
22227950,45,535,1,0,0,1,0,1,Steglitz - Zehlendorf,Private room
22228066,69,254,1,8,2.76,1,3,1,Charlottenburg-Wilm.,Entire home_apt
22228090,300,459,3,8,0.85,2,0,4,Friedrichshain-Kreuzberg,Entire home_apt
22228915,35,536,3,1,0.09,1,0,3,Neukolln,Private room
22230047,40,298,3,40,4.62,1,85,7,Friedrichshain-Kreuzberg,Private room
22234341,100,574,2,4,0.44,1,0,1,Neukolln,Private room
22234500,50,473,2,0,0,1,0,2,Pankow,Private room
22234545,30,373,21,1,0.18,19,342,1,Mitte,Private room
22234768,49,476,2,6,0.63,2,178,9,Treptow - Kopenick,Private room
22235124,35,573,1,7,0.75,1,0,6,Tempelhof - Schoneberg,Entire home_apt
22235689,33,262,1,0,0,1,0,5,Mitte,Private room
22237650,52,601,4,0,0,2,0,3,Pankow,Private room
22238714,30,440,2,3,0.29,1,0,1,Mitte,Private room
22239016,39,723,3,11,1.04,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22239730,60,142,3,3,0.29,1,0,4,Mitte,Entire home_apt
22239983,35,723,5,0,0,2,0,5,Friedrichshain-Kreuzberg,Entire home_apt
22240718,42,418,7,0,0,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
22241521,45,623,4,1,0.09,1,0,3,Pankow,Entire home_apt
22241562,120,601,2,9,1.04,3,160,3,Pankow,Entire home_apt
22242227,53,377,3,2,0.4,1,0,1,Pankow,Entire home_apt
22242300,11,21,1,26,2.41,2,35,8,Lichtenberg,Shared room
22242698,120,374,2,8,0.78,3,164,3,Pankow,Entire home_apt
22242857,100,554,1,0,0,1,0,2,Pankow,Private room
22244255,35,440,2,21,2.16,1,0,2,Mitte,Private room
22244734,35,700,2,4,0.47,1,0,8,Neukolln,Private room
22245056,25,635,6,0,0,1,0,9,Mitte,Private room
22246164,55,153,3,1,0.1,1,0,4,Friedrichshain-Kreuzberg,Private room
22247762,29,388,2,2,2,1,0,1,Treptow - Kopenick,Entire home_apt
22247947,22,571,1,0,0,1,0,3,Mitte,Private room
22248387,25,454,7,2,0.19,1,0,7,Mitte,Private room
22253476,20,411,2,2,0.19,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
22253743,90,727,1,10,0.91,2,165,4,Pankow,Entire home_apt
22254612,40,282,1,8,1.09,2,0,7,Pankow,Entire home_apt
22254885,69,221,2,0,0,1,0,8,Neukolln,Entire home_apt
22255178,350,888,1,3,0.28,1,360,2,Pankow,Entire home_apt
22255192,45,737,7,1,0.1,6,60,2,Treptow - Kopenick,Entire home_apt
22256303,35,98,12,1,0.35,1,0,5,Friedrichshain-Kreuzberg,Private room
22256655,80,240,5,0,0,2,0,1,Pankow,Entire home_apt
22256662,80,172,4,1,0.1,1,0,1,Pankow,Entire home_apt
22257439,65,489,1,15,1.39,1,14,1,Friedrichshain-Kreuzberg,Entire home_apt
22257525,15,402,14,0,0,1,0,3,Neukolln,Private room
22257869,40,518,2,5,0.49,1,11,4,Pankow,Private room
22257934,90,673,7,1,0.28,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
22258377,35,600,2,1,0.1,2,0,3,Lichtenberg,Private room
22258958,80,445,7,0,0,3,172,3,Charlottenburg-Wilm.,Entire home_apt
22259282,45,615,1,1,0.1,1,0,1,Neukolln,Entire home_apt
22260339,45,251,10,1,0.1,1,0,6,Pankow,Entire home_apt
22260451,80,650,3,0,0,1,0,3,Mitte,Entire home_apt
22260981,35,543,90,3,0.5,1,0,3,Friedrichshain-Kreuzberg,Private room
22261953,30,54,10,8,0.75,1,0,4,Friedrichshain-Kreuzberg,Private room
22262038,29,244,5,0,0,1,0,2,Neukolln,Entire home_apt
22262180,70,666,3,0,0,1,0,1,Friedrichshain-Kreuzberg,Private room
22262388,70,296,3,1,0.11,1,0,1,Mitte,Private room
22262856,50,118,2,0,0,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22263101,130,134,2,37,3.58,1,72,3,Mitte,Entire home_apt
22264239,33,142,2,6,0.61,1,0,2,Pankow,Private room
22264782,55,314,3,0,0,1,0,3,Mitte,Entire home_apt
22264963,25,30,2,7,0.68,1,0,1,Mitte,Entire home_apt
22265153,80,250,1,0,0,1,0,3,Mitte,Private room
22265399,49,743,1,0,0,1,0,1,Pankow,Private room
22265499,15,327,1,1,0.09,1,0,2,Steglitz - Zehlendorf,Private room
22266938,22,610,1,7,0.64,6,339,3,Neukolln,Private room
22269020,44,68,1,12,3.56,1,4,1,Charlottenburg-Wilm.,Entire home_apt
22269406,60,546,2,1,0.09,1,0,2,Mitte,Private room
22270963,45,722,3,7,0.68,1,8,2,Mitte,Private room
22271091,50,578,5,0,0,1,0,6,Friedrichshain-Kreuzberg,Private room
22271123,32,672,4,1,0.1,2,0,2,Friedrichshain-Kreuzberg,Entire home_apt
22271533,20,631,10,0,0,1,0,1,Friedrichshain-Kreuzberg,Private room
22272152,35,631,14,1,0.12,1,0,6,Charlottenburg-Wilm.,Entire home_apt
22272385,45,120,3,8,0.85,1,0,4,Mitte,Private room
22273123,110,185,1,0,0,1,358,5,Mitte,Entire home_apt
22274164,25,400,2,1,0.11,1,0,5,Friedrichshain-Kreuzberg,Private room
22274372,70,657,15,5,0.48,1,339,1,Mitte,Entire home_apt
22274437,54,232,1,2,0.19,1,88,1,Mitte,Entire home_apt
22274606,65,521,1,14,1.47,1,362,2,Mitte,Private room
22275451,30,632,1,0,0,1,0,3,Pankow,Private room
22275529,85,91,3,52,5.08,1,140,4,Friedrichshain-Kreuzberg,Entire home_apt
22275584,30,128,1,4,0.38,1,0,1,Mitte,Private room
22277686,40,616,3,0,0,1,310,2,Pankow,Private room
22278465,40,551,2,8,0.83,2,323,9,Charlottenburg-Wilm.,Private room
22278612,40,233,3,12,1.74,1,0,5,Pankow,Private room
22279228,60,241,3,2,0.36,1,0,3,Mitte,Private room
22279820,30,394,6,0,0,1,0,1,Charlottenburg-Wilm.,Entire home_apt
22280041,120,240,60,0,0,17,321,9,Mitte,Entire home_apt
22280152,60,341,3,0,0,1,0,9,Charlottenburg-Wilm.,Entire home_apt
22280434,120,418,60,0,0,17,351,9,Mitte,Entire home_apt
22280831,100,384,5,2,0.2,1,0,5,Mitte,Entire home_apt
22280994,28,650,30,0,0,1,310,2,Steglitz - Zehlendorf,Entire home_apt
22285287,110,695,3,0,0,1,0,7,Pankow,Entire home_apt
22286909,20,704,2,5,0.48,1,2,5,Friedrichshain-Kreuzberg,Private room
22287243,46,462,4,5,0.46,1,0,5,Charlottenburg-Wilm.,Entire home_apt
22287485,55,97,2,14,1.3,1,9,10,Pankow,Entire home_apt
22287804,65,386,3,1,0.1,1,0,3,Tempelhof - Schoneberg,Entire home_apt
22288177,70,576,3,0,0,2,0,6,Mitte,Entire home_apt
22288330,22,695,5,3,0.3,2,0,8,Pankow,Private room
22288878,90,271,1,7,0.74,1,279,3,Marzahn - Hellersdorf,Entire home_apt
22288933,25,153,15,3,0.56,1,0,4,Tempelhof - Schoneberg,Private room
22289926,150,337,2,1,0.1,1,0,8,Mitte,Entire home_apt
22290343,63,398,3,12,1.23,2,44,1,Pankow,Entire home_apt
22290755,70,449,5,0,0,1,0,1,Pankow,Entire home_apt
22291137,70,531,2,22,3.53,1,121,5,Tempelhof - Schoneberg,Entire home_apt
22291509,25,663,3,26,2.5,4,0,3,Neukolln,Private room
22291916,70,229,1,5,0.8,1,86,3,Mitte,Entire home_apt
22297345,60,632,2,5,0.48,1,29,3,Spandau,Private room
22298389,31,167,10,0,0,1,0,1,Neukolln,Entire home_apt
22299360,35,226,3,1,0.1,1,0,2,Charlottenburg-Wilm.,Entire home_apt
22299750,60,298,2,0,0,1,0,5,Pankow,Entire home_apt
22299756,20,220,5,5,0.48,1,0,2,Neukolln,Private room
22299791,25,282,3,0,0,1,0,4,Marzahn - Hellersdorf,Entire home_apt
22300232,99,730,5,0,0,1,0,8,Neukolln,Entire home_apt
22300303,40,69,1,0,0,1,0,2,Charlottenburg-Wilm.,Private room
22300771,85,125,4,1,0.09,1,42,5,Neukolln,Entire home_apt
22300832,52,198,1,1,0.42,1,159,2,Mitte,Private room
22301594,250,933,2,1,0.11,1,58,10,Charlottenburg-Wilm.,Entire home_apt
22302187,34,166,2,20,1.93,1,27,3,Pankow,Private room
22302398,35,44,6,1,0.29,1,89,2,Steglitz - Zehlendorf,Private room
22303229,35,676,2,5,0.48,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
22303688,14,372,1,0,0,1,0,3,Neukolln,Private room
22303964,30,285,1,0,0,1,0,5,Lichtenberg,Private room
22304024,30,583,1,8,0.74,1,0,2,Pankow,Private room
22304404,45,641,2,13,1.43,1,37,1,Friedrichshain-Kreuzberg,Shared room
22304653,32,115,7,0,0,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
22304697,30,123,1,10,0.97,1,8,3,Mitte,Private room
22304796,50,692,3,4,1.1,1,0,8,Neukolln,Private room
22305234,24,645,2,26,3.86,1,55,5,Charlottenburg-Wilm.,Private room
22306128,80,643,3,15,1.58,2,90,1,Mitte,Entire home_apt
22306678,80,745,3,5,0.52,1,6,4,Pankow,Private room
22311825,35,549,3,0,0,1,0,2,Lichtenberg,Entire home_apt
22312289,36,623,2,6,0.82,1,1,8,Treptow - Kopenick,Private room
22313123,59,730,2,1,0.28,1,0,2,Tempelhof - Schoneberg,Entire home_apt
22313290,30,420,4,1,0.1,1,0,6,Lichtenberg,Entire home_apt
22313410,55,386,4,5,0.46,1,220,3,Neukolln,Entire home_apt
22314295,29,487,20,46,4.44,1,4,2,Charlottenburg-Wilm.,Private room
22314560,50,348,1,2,0.19,1,83,2,Treptow - Kopenick,Entire home_apt
22315950,50,225,3,9,0.87,1,41,4,Treptow - Kopenick,Private room
22316577,45,263,2,3,0.29,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22316718,41,709,5,0,0,1,0,6,Pankow,Entire home_apt
22318012,45,472,2,0,0,3,0,9,Tempelhof - Schoneberg,Private room
22318111,27,39,2,2,0.19,1,0,6,Neukolln,Private room
22318417,25,387,3,0,0,1,0,3,Neukolln,Private room
22318827,40,698,2,34,3.31,12,333,2,Reinickendorf,Entire home_apt
22318908,50,172,23,0,0,1,0,8,Lichtenberg,Entire home_apt
22318971,25,31,1,0,0,1,0,3,Neukolln,Private room
22319965,19,389,2,2,0.28,1,0,1,Pankow,Private room
22320312,80,531,90,0,0,1,309,9,Charlottenburg-Wilm.,Entire home_apt
22320610,45,614,2,19,2.04,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
22320877,50,372,4,5,0.48,1,0,1,Pankow,Entire home_apt
22321366,100,787,4,0,0,1,0,2,Tempelhof - Schoneberg,Entire home_apt
22321992,55,479,2,2,0.77,1,7,3,Friedrichshain-Kreuzberg,Private room
22322071,69,276,4,0,0,1,0,5,Pankow,Entire home_apt
22322288,40,590,4,12,2.05,3,19,9,Charlottenburg-Wilm.,Entire home_apt
22322565,70,461,3,15,1.98,2,332,3,Pankow,Private room
22322650,75,705,3,4,0.39,2,115,2,Charlottenburg-Wilm.,Entire home_apt
22322865,55,555,1,0,0,1,0,1,Friedrichshain-Kreuzberg,Private room
22323408,85,702,2,4,0.39,1,0,1,Neukolln,Private room
22323421,200,884,4,0,0,1,0,11,Friedrichshain-Kreuzberg,Entire home_apt
22323857,85,561,1,0,0,3,0,9,Tempelhof - Schoneberg,Private room
22325762,30,456,3,1,0.09,1,0,6,Friedrichshain-Kreuzberg,Private room
22329474,25,488,1,6,0.56,1,6,1,Treptow - Kopenick,Private room
22331227,36,635,3,1,0.1,1,0,8,Friedrichshain-Kreuzberg,Private room
22333002,101,299,1,0,0,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
22333194,40,708,3,4,0.54,1,125,9,Lichtenberg,Private room
22334299,28,194,20,1,0.14,1,0,3,Reinickendorf,Entire home_apt
22334680,75,625,4,36,3.4,1,291,7,Mitte,Entire home_apt
22334909,29,424,1,4,0.38,1,0,3,Mitte,Private room
22335904,89,647,1,40,3.83,1,328,9,Tempelhof - Schoneberg,Private room
22336702,55,158,3,0,0,1,0,1,Mitte,Private room
22337969,58,86,1,2,0.19,1,0,6,Tempelhof - Schoneberg,Private room
22338936,22,600,5,1,0.1,1,0,3,Mitte,Private room
22339603,33,220,3,3,0.34,1,0,3,Mitte,Entire home_apt
22339633,20,548,3,13,1.38,1,67,2,Pankow,Private room
22340480,50,609,2,63,6.08,1,20,2,Reinickendorf,Entire home_apt
22340527,40,171,1,28,3.84,1,1,2,Steglitz - Zehlendorf,Private room
22341164,45,585,2,38,3.73,1,141,7,Neukolln,Entire home_apt
22341259,50,388,1,0,0,2,0,1,Treptow - Kopenick,Entire home_apt
22342512,23,166,2,0,0,2,0,8,Mitte,Private room
22342685,50,413,2,4,0.7,1,86,5,Mitte,Private room
22342717,35,525,10,0,0,1,0,7,Pankow,Entire home_apt
22342762,90,149,62,6,0.74,3,333,6,Friedrichshain-Kreuzberg,Entire home_apt
22343120,49,563,2,11,1.03,1,0,3,Pankow,Private room
22345880,40,621,4,13,1.25,1,138,3,Steglitz - Zehlendorf,Private room
22346594,23,257,3,0,0,1,0,1,Neukolln,Private room
22347303,38,490,1,13,1.58,1,5,3,Friedrichshain-Kreuzberg,Entire home_apt
22348365,75,179,6,42,4.12,1,63,8,Pankow,Entire home_apt
22348964,48,317,2,10,1.05,1,357,3,Pankow,Entire home_apt
22349427,169,600,7,3,0.35,1,17,5,Friedrichshain-Kreuzberg,Entire home_apt
22349956,85,389,30,2,0.43,1,179,4,Neukolln,Private room
22350080,40,498,5,2,0.66,1,23,6,Friedrichshain-Kreuzberg,Private room
22350281,30,325,7,1,0.09,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
22351368,60,513,30,2,0.23,1,136,3,Friedrichshain-Kreuzberg,Entire home_apt
22351839,50,418,3,11,1.11,1,33,2,Mitte,Private room
22352409,28,225,1,11,2.16,1,69,3,Charlottenburg-Wilm.,Private room
22352635,23,224,2,1,0.1,1,0,9,Mitte,Private room
22354131,35,358,1,11,1.09,1,0,3,Friedrichshain-Kreuzberg,Private room
